SAR
"Plane Wave Theta"[deg]	"humanWBA_SAR [W/kg]"	
0.00000000E+00	3.53831994E-02	
1.00000000E+00	3.53265438E-02	
2.00000000E+00	3.54802561E-02	
3.00000000E+00	3.58927907E-02	
4.00000000E+00	3.66406264E-02	
5.00000000E+00	3.78222242E-02	
6.00000000E+00	3.95438345E-02	
7.00000000E+00	4.18944262E-02	
8.00000000E+00	4.49111684E-02	
9.00000000E+00	4.85449144E-02	
1.00000000E+01	5.26448056E-02	
1.10000000E+01	5.69827846E-02	
1.20000000E+01	6.13242131E-02	
1.30000000E+01	6.55161208E-02	
1.40000000E+01	6.95317765E-02	
1.50000000E+01	7.34202961E-02	
1.60000000E+01	7.71870285E-02	
1.70000000E+01	8.07182121E-02	
1.80000000E+01	8.38498044E-02	
1.90000000E+01	8.65231471E-02	
2.00000000E+01	8.88477439E-02	
2.10000000E+01	9.10145650E-02	
2.20000000E+01	9.32207008E-02	
2.30000000E+01	9.56621784E-02	
2.40000000E+01	9.83876840E-02	
2.50000000E+01	1.01117364E-01	
2.60000000E+01	1.03585254E-01	
2.70000000E+01	1.06081212E-01	
2.80000000E+01	1.08881822E-01	
2.90000000E+01	1.11289028E-01	
3.00000000E+01	1.12702166E-01	
3.10000000E+01	1.13996324E-01	
3.20000000E+01	1.15692321E-01	
3.30000000E+01	1.16831777E-01	
3.40000000E+01	1.17700850E-01	
3.50000000E+01	1.19417807E-01	
3.60000000E+01	1.21265304E-01	
3.70000000E+01	1.23217005E-01	
3.80000000E+01	1.25716965E-01	
3.90000000E+01	1.27149136E-01	
4.00000000E+01	1.27857166E-01	
4.10000000E+01	1.28492249E-01	
4.20000000E+01	1.28890993E-01	
4.30000000E+01	1.31586341E-01	
4.40000000E+01	1.34126590E-01	
4.50000000E+01	1.34872038E-01	
4.60000000E+01	1.36502149E-01	
4.70000000E+01	1.36546411E-01	
4.80000000E+01	1.37351068E-01	
4.90000000E+01	1.39516430E-01	
5.00000000E+01	1.41406525E-01	
5.10000000E+01	1.43064588E-01	
5.20000000E+01	1.43590660E-01	
5.30000000E+01	1.43784370E-01	
5.40000000E+01	1.43280887E-01	
5.50000000E+01	1.45754715E-01	
5.60000000E+01	1.45512502E-01	
5.70000000E+01	1.48147302E-01	
5.80000000E+01	1.47605026E-01	
5.90000000E+01	1.47461042E-01	
6.00000000E+01	1.48347784E-01	
6.10000000E+01	1.48955118E-01	
6.20000000E+01	1.50368100E-01	
6.30000000E+01	1.50953962E-01	
6.40000000E+01	1.50729903E-01	
6.50000000E+01	1.52072064E-01	
6.60000000E+01	1.50946916E-01	
6.70000000E+01	1.53813328E-01	
6.80000000E+01	1.53153338E-01	
6.90000000E+01	1.53584555E-01	
7.00000000E+01	1.54439241E-01	
7.10000000E+01	1.52966521E-01	
7.20000000E+01	1.56610565E-01	
7.30000000E+01	1.56659753E-01	
7.40000000E+01	1.57428034E-01	
7.50000000E+01	1.56220574E-01	
7.60000000E+01	1.55335663E-01	
7.70000000E+01	1.61055607E-01	
7.80000000E+01	1.58388520E-01	
7.90000000E+01	1.62311991E-01	
8.00000000E+01	1.54592103E-01	
8.10000000E+01	1.67082921E-01	
8.20000000E+01	1.62544307E-01	
8.30000000E+01	1.66480753E-01	
8.40000000E+01	1.52417630E-01	
8.50000000E+01	1.58810705E-01	
8.60000000E+01	1.68747398E-01	
8.70000000E+01	1.79900136E-01	
8.80000000E+01	1.38385882E-01	
8.90000000E+01	1.30731776E-01	
9.00000000E+01	3.20383082E-01	
