   x [m], y [m], z [m], azimuth rotation [deg], whole body SAR [W/Kg]
   3.00000,   0.00000,   2.40000,   0.00000,   0.00006
   3.00000,   0.00000,   3.20000,   0.00000,   0.00001
   3.00000,   0.00000,   4.00000,   0.00000,   0.00001
   4.00000,   0.00000,  -4.00000,   0.00000,   0.00000
   4.00000,   0.00000,  -3.20000,   0.00000,   0.00002
   4.00000,   0.00000,  -2.40000,   0.00000,   0.00010
   4.00000,   0.00000,  -1.70000,   0.00000,   0.00124
   4.00000,   0.00000,  -1.00000,   0.00000,   0.00697
   4.00000,   0.00000,  -0.50000,   0.00000,   0.01323
   4.00000,   0.00000,   0.00000,   0.00000,   0.01605
   4.00000,   0.00000,   0.50000,   0.00000,   0.01299
   4.00000,   0.00000,   1.00000,   0.00000,   0.00695
   4.00000,   0.00000,   1.70000,   0.00000,   0.00132
   4.00000,   0.00000,   2.40000,   0.00000,   0.00011
   4.00000,   0.00000,   3.20000,   0.00000,   0.00002
   4.00000,   0.00000,   4.00000,   0.00000,   0.00000
