x [m], y [m], z [m], azimuth rotation [deg], whole body SAR [W/Kg]
5.000000E-02,0.000000E+00,-1.200000E+01,0.000000E+00,1.382800E-05
5.000000E-02,0.000000E+00,-9.000000E+00,0.000000E+00,1.220700E-04
5.000000E-02,0.000000E+00,-6.000000E+00,0.000000E+00,2.442700E-02
5.000000E-02,0.000000E+00,-4.000000E+00,0.000000E+00,5.641500E-02
5.000000E-02,0.000000E+00,-2.500000E+00,0.000000E+00,1.984100E-01
5.000000E-02,0.000000E+00,-1.700000E+00,0.000000E+00,3.281200E-01
5.000000E-02,0.000000E+00,-1.000000E+00,0.000000E+00,2.317500E-01
5.000000E-02,0.000000E+00,-5.000000E-01,0.000000E+00,2.472000E-01
5.000000E-02,0.000000E+00,0.000000E+00,0.000000E+00,4.586700E-01
5.000000E-02,0.000000E+00,5.000000E-01,0.000000E+00,2.681100E-01
5.000000E-02,0.000000E+00,1.000000E+00,0.000000E+00,2.676400E-01
5.000000E-02,0.000000E+00,1.700000E+00,0.000000E+00,3.061800E-01
5.000000E-02,0.000000E+00,2.500000E+00,0.000000E+00,1.831500E-01
5.000000E-02,0.000000E+00,4.000000E+00,0.000000E+00,6.421000E-02
5.000000E-02,0.000000E+00,6.000000E+00,0.000000E+00,3.033900E-02
5.000000E-02,0.000000E+00,9.000000E+00,0.000000E+00,1.219400E-04
5.000000E-02,0.000000E+00,1.200000E+01,0.000000E+00,1.310800E-05
1.000000E-01,0.000000E+00,-1.200000E+01,0.000000E+00,1.376500E-05
1.000000E-01,0.000000E+00,-9.000000E+00,0.000000E+00,1.211100E-04
1.000000E-01,0.000000E+00,-6.000000E+00,0.000000E+00,2.589500E-02
1.000000E-01,0.000000E+00,-4.000000E+00,0.000000E+00,5.782800E-02
1.000000E-01,0.000000E+00,-2.500000E+00,0.000000E+00,1.937300E-01
1.000000E-01,0.000000E+00,-1.700000E+00,0.000000E+00,2.870200E-01
1.000000E-01,0.000000E+00,-1.000000E+00,0.000000E+00,2.261700E-01
1.000000E-01,0.000000E+00,-5.000000E-01,0.000000E+00,2.431100E-01
1.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,4.087000E-01
1.000000E-01,0.000000E+00,5.000000E-01,0.000000E+00,2.655900E-01
1.000000E-01,0.000000E+00,1.000000E+00,0.000000E+00,2.429500E-01
1.000000E-01,0.000000E+00,1.700000E+00,0.000000E+00,2.843400E-01
1.000000E-01,0.000000E+00,2.500000E+00,0.000000E+00,1.795900E-01
1.000000E-01,0.000000E+00,4.000000E+00,0.000000E+00,6.476400E-02
1.000000E-01,0.000000E+00,6.000000E+00,0.000000E+00,2.934300E-02
1.000000E-01,0.000000E+00,9.000000E+00,0.000000E+00,1.208800E-04
1.000000E-01,0.000000E+00,1.200000E+01,0.000000E+00,1.304000E-05
3.000000E-01,0.000000E+00,-1.200000E+01,0.000000E+00,1.339700E-05
3.000000E-01,0.000000E+00,-9.000000E+00,0.000000E+00,1.149800E-04
3.000000E-01,0.000000E+00,-6.000000E+00,0.000000E+00,1.846700E-02
3.000000E-01,0.000000E+00,-4.000000E+00,0.000000E+00,6.056500E-02
3.000000E-01,0.000000E+00,-2.500000E+00,0.000000E+00,1.466800E-01
3.000000E-01,0.000000E+00,-1.700000E+00,0.000000E+00,2.115200E-01
3.000000E-01,0.000000E+00,-1.000000E+00,0.000000E+00,1.885700E-01
3.000000E-01,0.000000E+00,-5.000000E-01,0.000000E+00,1.961900E-01
3.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,2.460200E-01
3.000000E-01,0.000000E+00,5.000000E-01,0.000000E+00,2.058000E-01
3.000000E-01,0.000000E+00,1.000000E+00,0.000000E+00,1.902000E-01
3.000000E-01,0.000000E+00,1.700000E+00,0.000000E+00,2.162200E-01
3.000000E-01,0.000000E+00,2.500000E+00,0.000000E+00,1.433200E-01
3.000000E-01,0.000000E+00,4.000000E+00,0.000000E+00,6.444200E-02
3.000000E-01,0.000000E+00,6.000000E+00,0.000000E+00,1.987500E-02
3.000000E-01,0.000000E+00,9.000000E+00,0.000000E+00,1.142900E-04
3.000000E-01,0.000000E+00,1.200000E+01,0.000000E+00,1.265800E-05
6.000000E-01,0.000000E+00,-1.200000E+01,0.000000E+00,1.253500E-05
6.000000E-01,0.000000E+00,-9.000000E+00,0.000000E+00,1.002900E-04
6.000000E-01,0.000000E+00,-6.000000E+00,0.000000E+00,8.304200E-03
6.000000E-01,0.000000E+00,-4.000000E+00,0.000000E+00,4.690300E-02
6.000000E-01,0.000000E+00,-2.500000E+00,0.000000E+00,8.708100E-02
6.000000E-01,0.000000E+00,-1.700000E+00,0.000000E+00,1.474200E-01
6.000000E-01,0.000000E+00,-1.000000E+00,0.000000E+00,1.380500E-01
6.000000E-01,0.000000E+00,-5.000000E-01,0.000000E+00,1.198500E-01
6.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,1.194200E-01
6.000000E-01,0.000000E+00,5.000000E-01,0.000000E+00,1.185900E-01
6.000000E-01,0.000000E+00,1.000000E+00,0.000000E+00,1.328000E-01
6.000000E-01,0.000000E+00,1.700000E+00,0.000000E+00,1.512800E-01
6.000000E-01,0.000000E+00,2.500000E+00,0.000000E+00,9.169700E-02
6.000000E-01,0.000000E+00,4.000000E+00,0.000000E+00,4.713400E-02
6.000000E-01,0.000000E+00,6.000000E+00,0.000000E+00,9.065800E-03
6.000000E-01,0.000000E+00,9.000000E+00,0.000000E+00,9.887600E-05
6.000000E-01,0.000000E+00,1.200000E+01,0.000000E+00,1.179300E-05
1.000000E+00,0.000000E+00,-1.200000E+01,0.000000E+00,1.097200E-05
1.000000E+00,0.000000E+00,-9.000000E+00,0.000000E+00,7.607300E-05
1.000000E+00,0.000000E+00,-6.000000E+00,0.000000E+00,3.848700E-03
1.000000E+00,0.000000E+00,-4.000000E+00,0.000000E+00,2.575600E-02
1.000000E+00,0.000000E+00,-2.500000E+00,0.000000E+00,4.769800E-02
1.000000E+00,0.000000E+00,-1.700000E+00,0.000000E+00,8.405300E-02
1.000000E+00,0.000000E+00,-1.000000E+00,0.000000E+00,8.127600E-02
1.000000E+00,0.000000E+00,-5.000000E-01,0.000000E+00,6.536900E-02
1.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.770900E-02
