SAR
"Plane Wave Theta"[deg]	"humanWBA_SAR [W/kg]"	
0.00000000E+00	7.75702671E-03	
1.00000000E+00	7.75595535E-03	
2.00000000E+00	7.75302415E-03	
3.00000000E+00	7.74742629E-03	
4.00000000E+00	7.73986436E-03	
5.00000000E+00	7.72979026E-03	
6.00000000E+00	7.71771309E-03	
7.00000000E+00	7.70320785E-03	
8.00000000E+00	7.68641529E-03	
9.00000000E+00	7.66723525E-03	
1.00000000E+01	7.64577245E-03	
1.10000000E+01	7.62178495E-03	
1.20000000E+01	7.59557428E-03	
1.30000000E+01	7.56677712E-03	
1.40000000E+01	7.53576232E-03	
1.50000000E+01	7.50216497E-03	
1.60000000E+01	7.46609314E-03	
1.70000000E+01	7.42743317E-03	
1.80000000E+01	7.38629861E-03	
1.90000000E+01	7.34246223E-03	
2.00000000E+01	7.29617005E-03	
2.10000000E+01	7.24708004E-03	
2.20000000E+01	7.19523473E-03	
2.30000000E+01	7.14074745E-03	
2.40000000E+01	7.08351382E-03	
2.50000000E+01	7.02357503E-03	
2.60000000E+01	6.96061794E-03	
2.70000000E+01	6.89488668E-03	
2.80000000E+01	6.82622983E-03	
2.90000000E+01	6.75474333E-03	
3.00000000E+01	6.68034095E-03	
3.10000000E+01	6.60292438E-03	
3.20000000E+01	6.52250327E-03	
3.30000000E+01	6.43902602E-03	
3.40000000E+01	6.35258122E-03	
3.50000000E+01	6.26310880E-03	
3.60000000E+01	6.17056585E-03	
3.70000000E+01	6.07501551E-03	
3.80000000E+01	5.97652064E-03	
3.90000000E+01	5.87502694E-03	
4.00000000E+01	5.77045251E-03	
4.10000000E+01	5.66280349E-03	
4.20000000E+01	5.55228598E-03	
4.30000000E+01	5.43873920E-03	
4.40000000E+01	5.32236375E-03	
4.50000000E+01	5.20315027E-03	
4.60000000E+01	5.08121637E-03	
4.70000000E+01	4.95666959E-03	
4.80000000E+01	4.82929723E-03	
4.90000000E+01	4.69947312E-03	
5.00000000E+01	4.56733739E-03	
5.10000000E+01	4.43271531E-03	
5.20000000E+01	4.29603540E-03	
5.30000000E+01	4.15722939E-03	
5.40000000E+01	4.01658875E-03	
5.50000000E+01	3.87416456E-03	
5.60000000E+01	3.73022346E-03	
5.70000000E+01	3.58478755E-03	
5.80000000E+01	3.43829870E-03	
5.90000000E+01	3.29070718E-03	
6.00000000E+01	3.14243585E-03	
6.10000000E+01	2.99372841E-03	
6.20000000E+01	2.84473430E-03	
6.30000000E+01	2.69577496E-03	
6.40000000E+01	2.54713152E-03	
6.50000000E+01	2.39908509E-03	
6.60000000E+01	2.25193608E-03	
6.70000000E+01	2.10611406E-03	
6.80000000E+01	1.96181411E-03	
6.90000000E+01	1.81946706E-03	
7.00000000E+01	1.67945350E-03	
7.10000000E+01	1.54208147E-03	
7.20000000E+01	1.40777955E-03	
7.30000000E+01	1.27694455E-03	
7.40000000E+01	1.15000182E-03	
7.50000000E+01	1.02730029E-03	
7.60000000E+01	9.09325075E-04	
7.70000000E+01	7.96513375E-04	
7.80000000E+01	6.89251242E-04	
7.90000000E+01	5.88030567E-04	
8.00000000E+01	4.93268141E-04	
8.10000000E+01	4.05426361E-04	
8.20000000E+01	3.24956137E-04	
8.30000000E+01	2.52303597E-04	
8.40000000E+01	1.87924678E-04	
8.50000000E+01	1.32263722E-04	
8.60000000E+01	8.57628694E-05	
8.70000000E+01	4.88617852E-05	
8.80000000E+01	2.19880668E-05	
8.90000000E+01	5.56412622E-06	
9.00000000E+01	0.00000000E+00	
