x [m],y [m],z [m],zrot [deg.],wba SAR [W/kg]
1.000000E-01,0.000000E+00,2.000000E+00,0.000000E+00,1.051700E-05
2.000000E-01,0.000000E+00,-2.000000E+00,0.000000E+00,1.597800E-05
2.000000E-01,0.000000E+00,-1.500000E+00,0.000000E+00,6.791600E-05
2.000000E-01,0.000000E+00,-1.000000E+00,0.000000E+00,1.265900E-02
2.000000E-01,0.000000E+00,-5.000000E-01,0.000000E+00,1.649000E-01
2.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,2.426200E-01
2.000000E-01,0.000000E+00,5.000000E-01,0.000000E+00,1.304300E-01
2.000000E-01,0.000000E+00,1.000000E+00,0.000000E+00,2.286700E-02
2.000000E-01,0.000000E+00,1.500000E+00,0.000000E+00,9.261800E-05
2.000000E-01,0.000000E+00,2.000000E+00,0.000000E+00,1.833900E-05
3.000000E-01,0.000000E+00,-2.000000E+00,0.000000E+00,2.355900E-05
3.000000E-01,0.000000E+00,-1.500000E+00,0.000000E+00,1.014900E-04
3.000000E-01,0.000000E+00,-1.000000E+00,0.000000E+00,8.604200E-03
3.000000E-01,0.000000E+00,-5.000000E-01,0.000000E+00,1.307300E-01
3.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,2.199500E-01
3.000000E-01,0.000000E+00,5.000000E-01,0.000000E+00,9.777300E-02
3.000000E-01,0.000000E+00,1.000000E+00,0.000000E+00,1.502300E-02
3.000000E-01,0.000000E+00,1.500000E+00,0.000000E+00,1.267300E-04
3.000000E-01,0.000000E+00,2.000000E+00,0.000000E+00,2.718000E-05
6.000000E-01,0.000000E+00,-2.000000E+00,0.000000E+00,3.437500E-05
6.000000E-01,0.000000E+00,-1.500000E+00,0.000000E+00,2.110300E-04
6.000000E-01,0.000000E+00,-1.000000E+00,0.000000E+00,4.871400E-03
6.000000E-01,0.000000E+00,-5.000000E-01,0.000000E+00,7.708800E-02
6.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,1.283300E-01
6.000000E-01,0.000000E+00,5.000000E-01,0.000000E+00,5.543800E-02
6.000000E-01,0.000000E+00,1.000000E+00,0.000000E+00,7.632200E-03
6.000000E-01,0.000000E+00,1.500000E+00,0.000000E+00,2.210000E-04
6.000000E-01,0.000000E+00,2.000000E+00,0.000000E+00,3.785200E-05
1.000000E+00,0.000000E+00,-2.000000E+00,0.000000E+00,8.927000E-05
1.000000E+00,0.000000E+00,-1.500000E+00,0.000000E+00,3.083200E-04
1.000000E+00,0.000000E+00,-1.000000E+00,0.000000E+00,3.501400E-03
1.000000E+00,0.000000E+00,-5.000000E-01,0.000000E+00,5.029900E-02
1.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.160000E-02
1.000000E+00,0.000000E+00,5.000000E-01,0.000000E+00,3.515600E-02
1.000000E+00,0.000000E+00,1.000000E+00,0.000000E+00,4.932900E-03
1.000000E+00,0.000000E+00,1.500000E+00,0.000000E+00,2.907100E-04
1.000000E+00,0.000000E+00,2.000000E+00,0.000000E+00,8.163100E-05
1.500000E+00,0.000000E+00,-2.000000E+00,0.000000E+00,1.285200E-04
1.500000E+00,0.000000E+00,-1.500000E+00,0.000000E+00,3.204600E-04
1.500000E+00,0.000000E+00,-1.000000E+00,0.000000E+00,2.627600E-03
1.500000E+00,0.000000E+00,-5.000000E-01,0.000000E+00,3.481500E-02
1.500000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.623400E-02
1.500000E+00,0.000000E+00,5.000000E-01,0.000000E+00,2.415000E-02
1.500000E+00,0.000000E+00,1.000000E+00,0.000000E+00,3.708200E-03
1.500000E+00,0.000000E+00,1.500000E+00,0.000000E+00,2.893100E-04
1.500000E+00,0.000000E+00,2.000000E+00,0.000000E+00,1.375300E-04
2.200000E+00,0.000000E+00,-2.000000E+00,0.000000E+00,1.476500E-04
2.200000E+00,0.000000E+00,-1.500000E+00,0.000000E+00,2.812600E-04
2.200000E+00,0.000000E+00,-1.000000E+00,0.000000E+00,2.165100E-03
2.200000E+00,0.000000E+00,-5.000000E-01,0.000000E+00,2.390000E-02
2.200000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.822100E-02
2.200000E+00,0.000000E+00,5.000000E-01,0.000000E+00,1.670900E-02
