x [m], y [m], z [m], azimuth rotation [deg], whole body SAR [W/Kg]
5.000000E-02,0.000000E+00,-2.500000E+00,0.000000E+00,2.071200E-04
5.000000E-02,0.000000E+00,-1.700000E+00,0.000000E+00,2.254400E-02
5.000000E-02,0.000000E+00,-1.000000E+00,0.000000E+00,6.304500E-01
5.000000E-02,0.000000E+00,-5.000000E-01,0.000000E+00,1.027300E+00
5.000000E-02,0.000000E+00,0.000000E+00,0.000000E+00,1.121700E+00
5.000000E-02,0.000000E+00,5.000000E-01,0.000000E+00,6.441800E-01
5.000000E-02,0.000000E+00,1.000000E+00,0.000000E+00,2.651700E-01
5.000000E-02,0.000000E+00,1.700000E+00,0.000000E+00,1.976800E-02
5.000000E-02,0.000000E+00,2.500000E+00,0.000000E+00,2.445800E-04
1.000000E-01,0.000000E+00,-2.500000E+00,0.000000E+00,1.986100E-04
1.000000E-01,0.000000E+00,-1.700000E+00,0.000000E+00,1.040700E-02
1.000000E-01,0.000000E+00,-1.000000E+00,0.000000E+00,2.033500E-01
1.000000E-01,0.000000E+00,-5.000000E-01,0.000000E+00,3.879400E-01
1.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,4.676200E-01
1.000000E-01,0.000000E+00,5.000000E-01,0.000000E+00,2.993100E-01
1.000000E-01,0.000000E+00,1.000000E+00,0.000000E+00,1.570000E-01
1.000000E-01,0.000000E+00,1.700000E+00,0.000000E+00,1.189400E-02
1.000000E-01,0.000000E+00,2.500000E+00,0.000000E+00,2.369000E-04
3.000000E-01,0.000000E+00,-2.500000E+00,0.000000E+00,1.556300E-04
3.000000E-01,0.000000E+00,-1.700000E+00,0.000000E+00,3.347400E-03
3.000000E-01,0.000000E+00,-1.000000E+00,0.000000E+00,5.648800E-02
3.000000E-01,0.000000E+00,-5.000000E-01,0.000000E+00,1.271200E-01
3.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,1.669000E-01
3.000000E-01,0.000000E+00,5.000000E-01,0.000000E+00,1.395600E-01
3.000000E-01,0.000000E+00,1.000000E+00,0.000000E+00,7.741900E-02
3.000000E-01,0.000000E+00,1.700000E+00,0.000000E+00,5.703900E-03
3.000000E-01,0.000000E+00,2.500000E+00,0.000000E+00,1.791200E-04
6.000000E-01,0.000000E+00,-2.500000E+00,0.000000E+00,1.093100E-04
6.000000E-01,0.000000E+00,-1.700000E+00,0.000000E+00,1.931700E-03
6.000000E-01,0.000000E+00,-1.000000E+00,0.000000E+00,3.051600E-02
6.000000E-01,0.000000E+00,-5.000000E-01,0.000000E+00,7.183200E-02
6.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,9.361900E-02
