   0.50000,   0.00000,  -2.00000,   0.00000,   0.00414
   0.50000,   0.00000,  -1.00000,   0.00000,   0.27674
   0.50000,   0.00000,   0.00000,   0.00000,   0.80114
   0.50000,   0.00000,   1.00000,   0.00000,   0.33776
   0.50000,   0.00000,   2.00000,   0.00000,   0.00656
   0.50000,   1.00000,  -2.00000,  63.43495,   0.00145
   0.50000,   1.00000,  -1.00000,  63.43495,   0.03755
   0.50000,   1.00000,   0.00000,  63.43495,   0.10872
   0.50000,   1.00000,   1.00000,  63.43495,   0.04073
   0.50000,   1.00000,   2.00000,  63.43495,   0.00171
   0.50000,   2.00000,  -2.00000,  75.96376,   0.00069
   0.50000,   2.00000,  -1.00000,  75.96376,   0.01120
   0.50000,   2.00000,   0.00000,  75.96376,   0.02966
   0.50000,   2.00000,   1.00000,  75.96376,   0.01246
   0.50000,   2.00000,   2.00000,  75.96376,   0.00076
   0.50000,   3.00000,  -2.00000,  80.53768,   0.00045
   0.50000,   3.00000,  -1.00000,  80.53768,   0.00593
   0.50000,   3.00000,   0.00000,  80.53768,   0.01647
   0.50000,   3.00000,   1.00000,  80.53768,   0.00632
   0.50000,   3.00000,   2.00000,  80.53768,   0.00051
   0.50000,   4.00000,  -2.00000,  82.87498,   0.00032
   0.50000,   4.00000,  -1.00000,  82.87498,   0.00386
   0.50000,   4.00000,   0.00000,  82.87498,   0.01098
   0.50000,   4.00000,   1.00000,  82.87498,   0.00422
   0.50000,   4.00000,   2.00000,  82.87498,   0.00032
   0.50000,   5.00000,  -2.00000,  84.28941,   0.00025
   0.50000,   5.00000,  -1.00000,  84.28941,   0.00286
   0.50000,   5.00000,   0.00000,  84.28941,   0.00803
   0.50000,   5.00000,   1.00000,  84.28941,   0.00317
   0.50000,   5.00000,   2.00000,  84.28941,   0.00030
   0.50000,   6.00000,  -2.00000,  85.23636,   0.00025
   0.50000,   6.00000,  -1.00000,  85.23636,   0.00232
   0.50000,   6.00000,   0.00000,  85.23636,   0.00626
   0.50000,   6.00000,   1.00000,  85.23636,   0.00254
   0.50000,   6.00000,   2.00000,  85.23636,   0.00028
   1.50000,   0.00000,  -2.00000,   0.00000,   0.00405
   1.50000,   0.00000,  -1.00000,   0.00000,   0.11073
   1.50000,   0.00000,   0.00000,   0.00000,   0.31427
   1.50000,   0.00000,   1.00000,   0.00000,   0.11660
   1.50000,   0.00000,   2.00000,   0.00000,   0.00439
   1.50000,   1.00000,  -2.00000,  33.69007,   0.00264
   1.50000,   1.00000,  -1.00000,  33.69007,   0.06568
   1.50000,   1.00000,   0.00000,  33.69007,   0.17299
   1.50000,   1.00000,   1.00000,  33.69007,   0.06602
   1.50000,   1.00000,   2.00000,  33.69007,   0.00308
   1.50000,   2.00000,  -2.00000,  53.13010,   0.00125
   1.50000,   2.00000,  -1.00000,  53.13010,   0.02546
   1.50000,   2.00000,   0.00000,  53.13010,   0.06606
   1.50000,   2.00000,   1.00000,  53.13010,   0.02649
   1.50000,   2.00000,   2.00000,  53.13010,   0.00129
   1.50000,   3.00000,  -2.00000,  63.43495,   0.00079
   1.50000,   3.00000,  -1.00000,  63.43495,   0.01167
   1.50000,   3.00000,   0.00000,  63.43495,   0.03286
   1.50000,   3.00000,   1.00000,  63.43495,   0.01238
   1.50000,   3.00000,   2.00000,  63.43495,   0.00089
   1.50000,   4.00000,  -2.00000,  69.44395,   0.00051
   1.50000,   4.00000,  -1.00000,  69.44395,   0.00682
   1.50000,   4.00000,   0.00000,  69.44395,   0.01952
   1.50000,   4.00000,   1.00000,  69.44395,   0.00757
   1.50000,   4.00000,   2.00000,  69.44395,   0.00053
   1.50000,   5.00000,  -2.00000,  73.30076,   0.00040
   1.50000,   5.00000,  -1.00000,  73.30076,   0.00464
   1.50000,   5.00000,   0.00000,  73.30076,   0.01302
   1.50000,   5.00000,   1.00000,  73.30076,   0.00513
   1.50000,   5.00000,   2.00000,  73.30076,   0.00047
   1.50000,   6.00000,  -2.00000,  75.96376,   0.00038
   1.50000,   6.00000,  -1.00000,  75.96376,   0.00353
   1.50000,   6.00000,   0.00000,  75.96376,   0.00959
   1.50000,   6.00000,   1.00000,  75.96376,   0.00386
   1.50000,   6.00000,   2.00000,  75.96376,   0.00042
   2.50000,   0.00000,  -2.00000,   0.00000,   0.00315
   2.50000,   0.00000,  -1.00000,   0.00000,   0.06965
   2.50000,   0.00000,   0.00000,   0.00000,   0.18681
   2.50000,   0.00000,   1.00000,   0.00000,   0.07652
   2.50000,   0.00000,   2.00000,   0.00000,   0.00332
   2.50000,   1.00000,  -2.00000,  21.80141,   0.00259
   2.50000,   1.00000,  -1.00000,  21.80141,   0.05339
   2.50000,   1.00000,   0.00000,  21.80141,   0.14070
   2.50000,   1.00000,   1.00000,  21.80141,   0.05742
   2.50000,   1.00000,   2.00000,  21.80141,   0.00289
   2.50000,   2.00000,  -2.00000,  38.65981,   0.00180
   2.50000,   2.00000,  -1.00000,  38.65981,   0.02960
   2.50000,   2.00000,   0.00000,  38.65981,   0.08098
   2.50000,   2.00000,   1.00000,  38.65981,   0.03143
   2.50000,   2.00000,   2.00000,  38.65981,   0.00214
   2.50000,   3.00000,  -2.00000,  50.19443,   0.00111
   2.50000,   3.00000,  -1.00000,  50.19443,   0.01626
   2.50000,   3.00000,   0.00000,  50.19443,   0.04655
   2.50000,   3.00000,   1.00000,  50.19443,   0.01812
   2.50000,   3.00000,   2.00000,  50.19443,   0.00114
   2.50000,   4.00000,  -2.00000,  57.99462,   0.00073
   2.50000,   4.00000,  -1.00000,  57.99462,   0.00996
   2.50000,   4.00000,   0.00000,  57.99462,   0.02812
   2.50000,   4.00000,   1.00000,  57.99462,   0.01094
   2.50000,   4.00000,   2.00000,  57.99462,   0.00083
   2.50000,   5.00000,  -2.00000,  63.43495,   0.00060
   2.50000,   5.00000,  -1.00000,  63.43495,   0.00669
   2.50000,   5.00000,   0.00000,  63.43495,   0.01881
   2.50000,   5.00000,   1.00000,  63.43495,   0.00750
   2.50000,   5.00000,   2.00000,  63.43495,   0.00072
   2.50000,   6.00000,  -2.00000,  67.38014,   0.00055
   2.50000,   6.00000,  -1.00000,  67.38014,   0.00500
   2.50000,   6.00000,   0.00000,  67.38014,   0.01351
   2.50000,   6.00000,   1.00000,  67.38014,   0.00546
   2.50000,   6.00000,   2.00000,  67.38014,   0.00059
   3.50000,   0.00000,  -2.00000,   0.00000,   0.00289
   3.50000,   0.00000,  -1.00000,   0.00000,   0.04752
   3.50000,   0.00000,   0.00000,   0.00000,   0.13660
   3.50000,   0.00000,   1.00000,   0.00000,   0.05157
   3.50000,   0.00000,   2.00000,   0.00000,   0.00328
   3.50000,   1.00000,  -2.00000,  15.94540,   0.00256
   3.50000,   1.00000,  -1.00000,  15.94540,   0.04164
   3.50000,   1.00000,   0.00000,  15.94540,   0.11799
   3.50000,   1.00000,   1.00000,  15.94540,   0.04468
   3.50000,   1.00000,   2.00000,  15.94540,   0.00279
   3.50000,   2.00000,  -2.00000,  29.74488,   0.00188
   3.50000,   2.00000,  -1.00000,  29.74488,   0.02880
   3.50000,   2.00000,   0.00000,  29.74488,   0.08122
   3.50000,   2.00000,   1.00000,  29.74488,   0.03117
   3.50000,   2.00000,   2.00000,  29.74488,   0.00194
   3.50000,   3.00000,  -2.00000,  40.60129,   0.00130
   3.50000,   3.00000,  -1.00000,  40.60129,   0.01896
   3.50000,   3.00000,   0.00000,  40.60129,   0.05477
