x [m],y [m],z [m],zrot [deg.],wba SAR [W/kg]
5.000000E-02,0.000000E+00,-1.500000E+01,0.000000E+00,3.470300E-08
5.000000E-02,0.000000E+00,-1.200000E+01,0.000000E+00,1.047500E-07
5.000000E-02,0.000000E+00,-9.000000E+00,0.000000E+00,5.318000E-07
5.000000E-02,0.000000E+00,-6.000000E+00,0.000000E+00,1.098200E-05
5.000000E-02,0.000000E+00,-4.000000E+00,0.000000E+00,1.233800E-02
5.000000E-02,0.000000E+00,-2.500000E+00,0.000000E+00,2.185100E-01
5.000000E-02,0.000000E+00,-1.700000E+00,0.000000E+00,3.609700E-01
5.000000E-02,0.000000E+00,-1.000000E+00,0.000000E+00,4.827000E-01
5.000000E-02,0.000000E+00,-5.000000E-01,0.000000E+00,4.179400E-01
5.000000E-02,0.000000E+00,0.000000E+00,0.000000E+00,5.549200E-01
5.000000E-02,0.000000E+00,5.000000E-01,0.000000E+00,5.159300E-01
5.000000E-02,0.000000E+00,1.000000E+00,0.000000E+00,3.485100E-01
5.000000E-02,0.000000E+00,1.700000E+00,0.000000E+00,2.625700E-01
5.000000E-02,0.000000E+00,2.500000E+00,0.000000E+00,1.677900E-01
5.000000E-02,0.000000E+00,4.000000E+00,0.000000E+00,1.239800E-02
5.000000E-02,0.000000E+00,6.000000E+00,0.000000E+00,1.260000E-05
5.000000E-02,0.000000E+00,9.000000E+00,0.000000E+00,6.084200E-07
5.000000E-02,0.000000E+00,1.200000E+01,0.000000E+00,1.199700E-07
5.000000E-02,0.000000E+00,1.500000E+01,0.000000E+00,3.978000E-08
1.000000E-01,0.000000E+00,-1.500000E+01,0.000000E+00,3.560000E-08
1.000000E-01,0.000000E+00,-1.200000E+01,0.000000E+00,1.074800E-07
1.000000E-01,0.000000E+00,-9.000000E+00,0.000000E+00,5.453300E-07
1.000000E-01,0.000000E+00,-6.000000E+00,0.000000E+00,1.115100E-05
1.000000E-01,0.000000E+00,-4.000000E+00,0.000000E+00,7.569000E-03
