   x [m], y [m], z [m], azimuth rotation [deg], whole body SAR [W/Kg]
   2.20000,   0.00000,   0.50000,   0.00000,   0.02367
   2.20000,   0.00000,   1.00000,   0.00000,   0.01839
   2.20000,   0.00000,   1.70000,   0.00000,   0.00892
   2.20000,   0.00000,   2.40000,   0.00000,   0.00286
   2.20000,   0.00000,   3.20000,   0.00000,   0.00051
   2.20000,   0.00000,   4.00000,   0.00000,   0.00009
   2.20000,   0.00000,   5.00000,   0.00000,   0.00002
   3.00000,   0.00000,  -5.00000,   0.00000,   0.00002
   3.00000,   0.00000,  -4.00000,   0.00000,   0.00013
   3.00000,   0.00000,  -3.20000,   0.00000,   0.00055
   3.00000,   0.00000,  -2.40000,   0.00000,   0.00252
   3.00000,   0.00000,  -1.70000,   0.00000,   0.00727
   3.00000,   0.00000,  -1.00000,   0.00000,   0.01401
   3.00000,   0.00000,  -0.50000,   0.00000,   0.01824
   3.00000,   0.00000,   0.00000,   0.00000,   0.01986
   3.00000,   0.00000,   0.50000,   0.00000,   0.01795
   3.00000,   0.00000,   1.00000,   0.00000,   0.01355
   3.00000,   0.00000,   1.70000,   0.00000,   0.00674
   3.00000,   0.00000,   2.40000,   0.00000,   0.00229
   3.00000,   0.00000,   3.20000,   0.00000,   0.00048
   3.00000,   0.00000,   4.00000,   0.00000,   0.00011
   3.00000,   0.00000,   5.00000,   0.00000,   0.00002
   3.90000,   0.00000,  -5.00000,   0.00000,   0.00003
   3.90000,   0.00000,  -4.00000,   0.00000,   0.00013
   3.90000,   0.00000,  -3.20000,   0.00000,   0.00057
   3.90000,   0.00000,  -2.40000,   0.00000,   0.00221
   3.90000,   0.00000,  -1.70000,   0.00000,   0.00554
   3.90000,   0.00000,  -1.00000,   0.00000,   0.01070
   3.90000,   0.00000,  -0.50000,   0.00000,   0.01413
   3.90000,   0.00000,   0.00000,   0.00000,   0.01542
   3.90000,   0.00000,   0.50000,   0.00000,   0.01383
   3.90000,   0.00000,   1.00000,   0.00000,   0.01028
   3.90000,   0.00000,   1.70000,   0.00000,   0.00516
   3.90000,   0.00000,   2.40000,   0.00000,   0.00200
   3.90000,   0.00000,   3.20000,   0.00000,   0.00050
   3.90000,   0.00000,   4.00000,   0.00000,   0.00012
   3.90000,   0.00000,   5.00000,   0.00000,   0.00003
   5.00000,   0.00000,  -5.00000,   0.00000,   0.00003
   5.00000,   0.00000,  -4.00000,   0.00000,   0.00017
   5.00000,   0.00000,  -3.20000,   0.00000,   0.00064
   5.00000,   0.00000,  -2.40000,   0.00000,   0.00192
   5.00000,   0.00000,  -1.70000,   0.00000,   0.00449
   5.00000,   0.00000,  -1.00000,   0.00000,   0.00848
   5.00000,   0.00000,  -0.50000,   0.00000,   0.01094
   5.00000,   0.00000,   0.00000,   0.00000,   0.01179
   5.00000,   0.00000,   0.50000,   0.00000,   0.01065
   5.00000,   0.00000,   1.00000,   0.00000,   0.00810
   5.00000,   0.00000,   1.70000,   0.00000,   0.00419
   5.00000,   0.00000,   2.40000,   0.00000,   0.00175
   5.00000,   0.00000,   3.20000,   0.00000,   0.00056
   5.00000,   0.00000,   4.00000,   0.00000,   0.00015
   5.00000,   0.00000,   5.00000,   0.00000,   0.00003
