x,y,z,zrotation,SARwb
3.9,0.1,-2,1.67,0.01797
3.9,0.1,-1.35,1.67,0.02929
3.9,0.1,-0.75,1.67,0.03816
3.9,0.1,-0.3,1.67,0.04162
3.9,0.1,0,1.67,0.04228
3.9,0.1,0.3,1.67,0.04151
3.9,0.1,0.75,1.67,0.03725
3.9,0.1,1.35,1.67,0.02788
3.9,0.1,2,1.67,0.01733
3.9,0.2,-2,3.34,0.01781
3.9,0.2,-1.35,3.34,0.02902
3.9,0.2,-0.75,3.34,0.0378
3.9,0.2,-0.3,3.34,0.04125
3.9,0.2,0,3.34,0.04192
3.9,0.2,0.3,3.34,0.04115
3.9,0.2,0.75,3.34,0.0369
3.9,0.2,1.35,3.34,0.02762
3.9,0.2,2,3.34,0.01718
3.9,0.36,-2,6,0.01735
3.9,0.36,-1.35,6,0.02822
3.9,0.36,-0.75,6,0.03675
3.9,0.36,-0.3,6,0.04016
3.9,0.36,0,6,0.04083
3.9,0.36,0.3,6,0.04006
3.9,0.36,0.75,6,0.03584
3.9,0.36,1.35,6,0.02686
3.9,0.36,2,6,0.01672
3.9,0.6,-2,9.94,0.01621
3.9,0.6,-1.35,9.94,0.02627
3.9,0.6,-0.75,9.94,0.03416
3.9,0.6,-0.3,9.94,0.03744
3.9,0.6,0,9.94,0.03802
3.9,0.6,0.3,9.94,0.03718
3.9,0.6,0.75,9.94,0.03323
3.9,0.6,1.35,9.94,0.02502
3.9,0.6,2,9.94,0.01561
3.9,0.9,-2,14.73,0.01421
3.9,0.9,-1.35,14.73,0.02291
3.9,0.9,-0.75,14.73,0.02962
3.9,0.9,-0.3,14.73,0.03236
3.9,0.9,0,14.73,0.03273
3.9,0.9,0.3,14.73,0.03196
3.9,0.9,0.75,14.73,0.02882
3.9,0.9,1.35,14.73,0.02178
3.9,0.9,2,14.73,0.01367
3.9,1.4,-2,22.24,0.01018
3.9,1.4,-1.35,22.24,0.01616
3.9,1.4,-0.75,22.24,0.02075
3.9,1.4,-0.3,22.24,0.02264
3.9,1.4,0,22.24,0.02292
3.9,1.4,0.3,22.24,0.0224
3.9,1.4,0.75,22.24,0.02018
3.9,1.4,1.35,22.24,0.01535
3.9,1.4,2,22.24,0.00975
3.9,2,-2,30.3,0.00573
3.9,2,-1.35,30.3,0.00887
3.9,2,-0.75,30.3,0.01122
3.9,2,-0.3,30.3,0.01217
3.9,2,0,30.3,0.01232
3.9,2,0.3,30.3,0.01207
3.9,2,0.75,30.3,0.01093
3.9,2,1.35,30.3,0.0084
3.9,2,2,30.3,0.00547
5,0,-2,0,0.01545
5,0,-1.35,0,0.02068
5,0,-0.75,0,0.02414
5,0,-0.3,0,0.02555
5,0,0,0,0.02575
5,0,0.3,0,0.02538
5,0,0.75,0,0.02385
5,0,1.35,0,0.02009
5,0,2,0,0.01499
5,0.1,-2,1.27,0.01542
5,0.1,-1.35,1.27,0.02064
5,0.1,-0.75,1.27,0.0241
5,0.1,-0.3,1.27,0.02549
5,0.1,0,1.27,0.0257
5,0.1,0.3,1.27,0.02533
5,0.1,0.75,1.27,0.02381
5,0.1,1.35,1.27,0.02005
5,0.1,2,1.27,0.01496
5,0.2,-2,2.53,0.01533
5,0.2,-1.35,2.53,0.02053
5,0.2,-0.75,2.53,0.02396
5,0.2,-0.3,2.53,0.02534
5,0.2,0,2.53,0.02555
5,0.2,0.3,2.53,0.02518
5,0.2,0.75,2.53,0.02368
5,0.2,1.35,2.53,0.01994
5,0.2,2,2.53,0.01488
5,0.36,-2,4.55,0.01509
5,0.36,-1.35,4.55,0.02019
5,0.36,-0.75,4.55,0.02355
5,0.36,-0.3,4.55,0.0249
5,0.36,0,4.55,0.0251
5,0.36,0.3,4.55,0.02475
5,0.36,0.75,4.55,0.0233
5,0.36,1.35,4.55,0.01961
5,0.36,2,4.55,0.01464
5,0.6,-2,7.56,0.01448
5,0.6,-1.35,7.56,0.01936
5,0.6,-0.75,7.56,0.02257
5,0.6,-0.3,7.56,0.02383
5,0.6,0,7.56,0.02403
5,0.6,0.3,7.56,0.02374
5,0.6,0.75,7.56,0.02236
5,0.6,1.35,7.56,0.01878
5,0.6,2,7.56,0.01404
5,0.9,-2,11.25,0.01336
5,0.9,-1.35,11.25,0.01782
5,0.9,-0.75,11.25,0.02079
5,0.9,-0.3,11.25,0.02195
5,0.9,0,11.25,0.02218
5,0.9,0.3,11.25,0.02195
5,0.9,0.75,11.25,0.02058
5,0.9,1.35,11.25,0.01726
5,0.9,2,11.25,0.01294
5,1.4,-2,17.2,0.01087
5,1.4,-1.35,17.2,0.01442
5,1.4,-0.75,17.2,0.01676
5,1.4,-0.3,17.2,0.01769
5,1.4,0,17.2,0.01784
5,1.4,0.3,17.2,0.01761
5,1.4,0.75,17.2,0.01658
5,1.4,1.35,17.2,0.01398
5,1.4,2,17.2,0.01051
5,2,-2,23.85,0.00759
5,2,-1.35,23.85,0.00996
5,2,-0.75,23.85,0.01154
5,2,-0.3,23.85,0.01216
5,2,0,23.85,0.01227
5,2,0.3,23.85,0.01213
5,2,0.75,23.85,0.01141
5,2,1.35,23.85,0.00965
5,2,2,23.85,0.00731
