x [m],y [m],z [m],zrot [deg.],wba SAR [W/kg]
5.000000E-02,0.000000E+00,-3.800000E+00,0.000000E+00,1.784200E-06
5.000000E-02,0.000000E+00,-3.000000E+00,0.000000E+00,7.480000E-06
5.000000E-02,0.000000E+00,-2.300000E+00,0.000000E+00,6.184700E-05
5.000000E-02,0.000000E+00,-1.600000E+00,0.000000E+00,6.555700E-02
5.000000E-02,0.000000E+00,-1.000000E+00,0.000000E+00,2.213000E-01
5.000000E-02,0.000000E+00,-5.000000E-01,0.000000E+00,4.690500E-01
5.000000E-02,0.000000E+00,0.000000E+00,0.000000E+00,5.138900E-01
5.000000E-02,0.000000E+00,5.000000E-01,0.000000E+00,3.570600E-01
5.000000E-02,0.000000E+00,1.000000E+00,0.000000E+00,1.511200E-01
5.000000E-02,0.000000E+00,1.600000E+00,0.000000E+00,3.144000E-02
5.000000E-02,0.000000E+00,2.300000E+00,0.000000E+00,7.766200E-05
5.000000E-02,0.000000E+00,3.000000E+00,0.000000E+00,8.288500E-06
5.000000E-02,0.000000E+00,3.800000E+00,0.000000E+00,1.901600E-06
1.000000E-01,0.000000E+00,-3.800000E+00,0.000000E+00,2.047600E-06
1.000000E-01,0.000000E+00,-3.000000E+00,0.000000E+00,8.537700E-06
1.000000E-01,0.000000E+00,-2.300000E+00,0.000000E+00,6.719500E-05
1.000000E-01,0.000000E+00,-1.600000E+00,0.000000E+00,1.649400E-02
1.000000E-01,0.000000E+00,-1.000000E+00,0.000000E+00,9.280900E-02
1.000000E-01,0.000000E+00,-5.000000E-01,0.000000E+00,2.262700E-01
1.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,3.231400E-01
1.000000E-01,0.000000E+00,5.000000E-01,0.000000E+00,3.003500E-01
1.000000E-01,0.000000E+00,1.000000E+00,0.000000E+00,1.620100E-01
1.000000E-01,0.000000E+00,1.600000E+00,0.000000E+00,2.889800E-02
1.000000E-01,0.000000E+00,2.300000E+00,0.000000E+00,8.902800E-05
1.000000E-01,0.000000E+00,3.000000E+00,0.000000E+00,9.718600E-06
1.000000E-01,0.000000E+00,3.800000E+00,0.000000E+00,2.223500E-06
3.000000E-01,0.000000E+00,-3.800000E+00,0.000000E+00,4.062400E-06
3.000000E-01,0.000000E+00,-3.000000E+00,0.000000E+00,1.623200E-05
3.000000E-01,0.000000E+00,-2.300000E+00,0.000000E+00,9.821400E-05
3.000000E-01,0.000000E+00,-1.600000E+00,0.000000E+00,6.955800E-03
3.000000E-01,0.000000E+00,-1.000000E+00,0.000000E+00,6.147800E-02
3.000000E-01,0.000000E+00,-5.000000E-01,0.000000E+00,1.424000E-01
3.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,1.837700E-01
3.000000E-01,0.000000E+00,5.000000E-01,0.000000E+00,1.474200E-01
3.000000E-01,0.000000E+00,1.000000E+00,0.000000E+00,6.827200E-02
3.000000E-01,0.000000E+00,1.600000E+00,0.000000E+00,1.136800E-02
3.000000E-01,0.000000E+00,2.300000E+00,0.000000E+00,1.411600E-04
3.000000E-01,0.000000E+00,3.000000E+00,0.000000E+00,1.989100E-05
3.000000E-01,0.000000E+00,3.800000E+00,0.000000E+00,4.639600E-06
6.000000E-01,0.000000E+00,-3.800000E+00,0.000000E+00,1.025100E-05
6.000000E-01,0.000000E+00,-3.000000E+00,0.000000E+00,3.326800E-05
6.000000E-01,0.000000E+00,-2.300000E+00,0.000000E+00,1.492400E-04
6.000000E-01,0.000000E+00,-1.600000E+00,0.000000E+00,3.953900E-03
6.000000E-01,0.000000E+00,-1.000000E+00,0.000000E+00,3.645000E-02
6.000000E-01,0.000000E+00,-5.000000E-01,0.000000E+00,8.550500E-02
6.000000E-01,0.000000E+00,0.000000E+00,0.000000E+00,1.116200E-01
6.000000E-01,0.000000E+00,5.000000E-01,0.000000E+00,8.757200E-02
6.000000E-01,0.000000E+00,1.000000E+00,0.000000E+00,4.056600E-02
6.000000E-01,0.000000E+00,1.600000E+00,0.000000E+00,5.790300E-03
6.000000E-01,0.000000E+00,2.300000E+00,0.000000E+00,1.884400E-04
6.000000E-01,0.000000E+00,3.000000E+00,0.000000E+00,3.943800E-05
6.000000E-01,0.000000E+00,3.800000E+00,0.000000E+00,1.176200E-05
1.000000E+00,0.000000E+00,-3.800000E+00,0.000000E+00,1.937500E-05
1.000000E+00,0.000000E+00,-3.000000E+00,0.000000E+00,4.112700E-05
1.000000E+00,0.000000E+00,-2.300000E+00,0.000000E+00,2.188500E-04
1.000000E+00,0.000000E+00,-1.600000E+00,0.000000E+00,2.594300E-03
1.000000E+00,0.000000E+00,-1.000000E+00,0.000000E+00,2.215100E-02
1.000000E+00,0.000000E+00,-5.000000E-01,0.000000E+00,5.368600E-02
1.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.193000E-02
1.000000E+00,0.000000E+00,5.000000E-01,0.000000E+00,5.629400E-02
1.000000E+00,0.000000E+00,1.000000E+00,0.000000E+00,2.545100E-02
1.000000E+00,0.000000E+00,1.600000E+00,0.000000E+00,3.601500E-03
1.000000E+00,0.000000E+00,2.300000E+00,0.000000E+00,2.630500E-04
1.000000E+00,0.000000E+00,3.000000E+00,0.000000E+00,4.445200E-05
1.000000E+00,0.000000E+00,3.800000E+00,0.000000E+00,2.048600E-05
1.500000E+00,0.000000E+00,-3.800000E+00,0.000000E+00,1.576500E-05
1.500000E+00,0.000000E+00,-3.000000E+00,0.000000E+00,7.629100E-05
1.500000E+00,0.000000E+00,-2.300000E+00,0.000000E+00,2.670900E-04
1.500000E+00,0.000000E+00,-1.600000E+00,0.000000E+00,1.858900E-03
1.500000E+00,0.000000E+00,-1.000000E+00,0.000000E+00,1.593800E-02
1.500000E+00,0.000000E+00,-5.000000E-01,0.000000E+00,3.784000E-02
1.500000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.956500E-02
1.500000E+00,0.000000E+00,5.000000E-01,0.000000E+00,3.889100E-02
1.500000E+00,0.000000E+00,1.000000E+00,0.000000E+00,1.797700E-02
1.500000E+00,0.000000E+00,1.600000E+00,0.000000E+00,2.355500E-03
1.500000E+00,0.000000E+00,2.300000E+00,0.000000E+00,3.245900E-04
1.500000E+00,0.000000E+00,3.000000E+00,0.000000E+00,9.208900E-05
1.500000E+00,0.000000E+00,3.800000E+00,0.000000E+00,1.631000E-05
2.200000E+00,0.000000E+00,-3.800000E+00,0.000000E+00,4.931600E-05
2.200000E+00,0.000000E+00,-3.000000E+00,0.000000E+00,9.978600E-05
2.200000E+00,0.000000E+00,-2.300000E+00,0.000000E+00,2.635000E-04
2.200000E+00,0.000000E+00,-1.600000E+00,0.000000E+00,1.436600E-03
2.200000E+00,0.000000E+00,-1.000000E+00,0.000000E+00,1.083500E-02
2.200000E+00,0.000000E+00,-5.000000E-01,0.000000E+00,2.539500E-02
2.200000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.339100E-02
2.200000E+00,0.000000E+00,5.000000E-01,0.000000E+00,2.661300E-02
2.200000E+00,0.000000E+00,1.000000E+00,0.000000E+00,1.303500E-02
2.200000E+00,0.000000E+00,1.600000E+00,0.000000E+00,1.909900E-03
2.200000E+00,0.000000E+00,2.300000E+00,0.000000E+00,2.872500E-04
