f[MHz],er,sigma [S/m],Pabs [W],SAR (whole body average) [W/kg]
1500,8.8,0.6,0.0013946,2.2962e-05
1500,8.8,0.78,0.0013386,2.2041e-05
1500,8.8,0.96,0.0012834,2.1132e-05
1500,15.4,0.24,0.0012907,2.1251e-05
1500,15.4,0.42,0.0013062,2.1506e-05
1500,15.4,0.6,0.0012896,2.1233e-05
1500,15.4,0.78,0.0012622,2.0781e-05
1500,15.4,0.96,0.0012302,2.0256e-05
1500,22.0,0.24,0.0011778,1.9392e-05
1500,22.0,0.42,0.001196,1.9691e-05
1500,22.0,0.6,0.0011895,1.9585e-05
1500,22.0,0.78,0.0011747,1.9341e-05
1500,22.0,0.96,0.001156,1.9033e-05
1500,28.6,0.24,0.001072,1.7651e-05
1500,28.6,0.42,0.0010975,1.8071e-05
1500,28.6,0.6,0.0010992,1.8097e-05
1500,28.6,0.78,0.0010929,1.7995e-05
1500,28.6,0.96,0.0010829,1.783e-05
1500,35.2,0.24,0.00099722,1.6419e-05
1500,35.2,0.42,0.001019,1.6778e-05
1500,35.2,0.6,0.001025,1.6876e-05
1500,35.2,0.78,0.0010244,1.6866e-05
1500,35.2,0.96,0.0010199,1.6793e-05
1800,8.8,0.28,0.0014082,2.3186e-05
1800,8.8,0.49,0.0013833,2.2775e-05
1800,8.8,0.7,0.001333,2.1948e-05
1800,8.8,0.91,0.0012783,2.1048e-05
1800,8.8,1.12,0.001225,2.0169e-05
1800,15.4,0.28,0.0012489,2.0563e-05
1800,15.4,0.49,0.0012491,2.0566e-05
1800,15.4,0.7,0.0012281,2.0221e-05
1800,15.4,0.91,0.0012005,1.9766e-05
1800,15.4,1.12,0.0011697,1.9259e-05
1800,22.0,0.28,0.0011055,1.8202e-05
1800,22.0,0.49,0.0011246,1.8517e-05
1800,22.0,0.7,0.0011219,1.8472e-05
1800,22.0,0.91,0.0011106,1.8286e-05
1800,22.0,1.12,0.0010947,1.8024e-05
1800,28.6,0.28,0.0010224,1.6834e-05
1800,28.6,0.49,0.0010408,1.7137e-05
1800,28.6,0.7,0.0010426,1.7166e-05
1800,28.6,0.91,0.0010374,1.7081e-05
1800,28.6,1.12,0.0010283,1.6931e-05
1800,35.2,0.28,0.00099256,1.6342e-05
1800,35.2,0.49,0.00099355,1.6359e-05
1800,35.2,0.7,0.00098938,1.629e-05
1800,35.2,0.91,0.00098281,1.6182e-05
1800,35.2,1.12,0.00097462,1.6047e-05
2000,8.8,0.32,0.0013677,2.252e-05
2000,8.8,0.56,0.0013372,2.2016e-05
2000,8.8,0.8,0.0012839,2.114e-05
2000,8.8,1.04,0.0012273,2.0207e-05
2000,8.8,1.28,0.0011725,1.9306e-05
2000,15.4,0.32,0.001198,1.9725e-05
2000,15.4,0.56,0.0011985,1.9733e-05
2000,15.4,0.8,0.0011779,1.9394e-05
2000,15.4,1.04,0.0011501,1.8937e-05
2000,15.4,1.28,0.0011189,1.8422e-05
2000,22.0,0.32,0.0010692,1.7604e-05
2000,22.0,0.56,0.0010828,1.7828e-05
2000,22.0,0.8,0.0010779,1.7748e-05
2000,22.0,1.04,0.0010652,1.7539e-05
2000,22.0,1.28,0.001048,1.7255e-05
2000,28.6,0.32,0.0010131,1.668e-05
2000,28.6,0.56,0.0010145,1.6704e-05
2000,28.6,0.8,0.0010078,1.6593e-05
2000,28.6,1.04,0.00099759,1.6425e-05
2000,28.6,1.28,0.00098512,1.622e-05
2000,35.2,0.32,0.00093459,1.5388e-05
2000,35.2,0.56,0.0009442,1.5546e-05
2000,35.2,0.8,0.0009425,1.5518e-05
2000,35.2,1.04,0.0009366,1.5421e-05
2000,35.2,1.28,0.00092828,1.5284e-05
2450,10.0,0.4,0.0012411,2.0434e-05
2450,10.0,0.7,0.0012118,1.9953e-05
2450,10.0,1.0,0.001166,1.9198e-05
2450,10.0,1.3,0.0011156,1.8368e-05
2450,10.0,1.6,0.0010653,1.754e-05
2450,17.5,0.4,0.0010671,1.757e-05
2450,17.5,0.7,0.0010659,1.755e-05
2450,17.5,1.0,0.0010492,1.7274e-05
2450,17.5,1.3,0.0010257,1.6889e-05
2450,17.5,1.6,0.00099847,1.644e-05
2450,25.0,0.4,0.00095747,1.5765e-05
2450,25.0,0.7,0.00096186,1.5837e-05
2450,25.0,1.0,0.00095386,1.5705e-05
2450,25.0,1.3,0.00094051,1.5485e-05
2450,25.0,1.6,0.00092382,1.5211e-05
2450,32.5,0.4,0.00088503,1.4572e-05
2450,32.5,0.7,0.00088794,1.462e-05
2450,32.5,1.0,0.00088158,1.4515e-05
2450,32.5,1.3,0.00087128,1.4345e-05
2450,32.5,1.6,0.00085859,1.4137e-05
2450,40.0,0.4,0.00084478,1.3909e-05
2450,40.0,0.7,0.00083519,1.3751e-05
2450,40.0,1.0,0.00082355,1.356e-05
2450,40.0,1.3,0.00081201,1.337e-05
2450,40.0,1.6,0.00080031,1.3177e-05
3000,12.0,0.44,0.001081,1.7798e-05
3000,12.0,0.77,0.0010668,1.7564e-05
3000,12.0,1.1,0.001037,1.7074e-05
3000,12.0,1.43,0.0010003,1.647e-05
3000,12.0,1.76,0.00096064,1.5817e-05
3000,21.0,0.44,0.0009198,1.5144e-05
3000,21.0,0.77,0.00091783,1.5112e-05
3000,21.0,1.1,0.00090451,1.4893e-05
3000,21.0,1.43,0.00088604,1.4588e-05
3000,21.0,1.76,0.00086443,1.4233e-05
3000,30.0,0.44,0.00081371,1.3398e-05
3000,30.0,0.77,0.00080873,1.3316e-05
3000,30.0,1.1,0.0007984,1.3146e-05
3000,30.0,1.43,0.0007854,1.2932e-05
3000,30.0,1.76,0.00077058,1.2688e-05
3000,39.0,0.44,0.00073626,1.2122e-05
3000,39.0,0.77,0.00072366,1.1915e-05
3000,39.0,1.1,0.00070945,1.1681e-05
3000,39.0,1.43,0.00069677,1.1472e-05
3000,39.0,1.76,0.00068443,1.1269e-05
3000,48.0,0.44,0.00058644,9.6557e-06
3000,48.0,0.77,0.00060491,9.9598e-06
3000,48.0,1.1,0.00060813,1.0013e-05
3000,48.0,1.43,0.00060488,9.9593e-06
3000,48.0,1.76,0.0005987,9.8575e-06
